user,IDESessionUUID,Event,TriggeredAt,Duration
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:23:38.836337100+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:23:38.837337500+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:23:40.276291500+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:23:40.537466100+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:23:40.597504700+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:23:40.598505100+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:23:41.969541700+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:23:42.005064700+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:23:42.006066+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:00.714280300+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:00.766313200+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:00.767313700+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:03.706677400+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:03.827257400+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:03.828257900+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:05.075588600+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:05.283223700+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:05.299241300+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:05.300234800+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:06.626613200+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:08.811824800+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:09.019962800+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:09.020963300+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:13.770462400+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:13.855519400+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:13.856519900+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:21.096093700+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:21.172644500+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:21.173645+02:00,N/A
2016-05-09/10.zip,a97436aa-944d-40e3-ba65-faa736afd0d2,CommandEvent,2016-05-07T00:24:21.333251100+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T18:34:54.808280500+02:00,7
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T18:35:32.995970600+02:00,0
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T18:35:37.886205500+02:00,12
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T18:35:53.526957600+02:00,4
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T18:53:27.470351600+02:00,3
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:48:41.331177600+02:00,2
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:49:01.160654100+02:00,5
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:49:11.409945900+02:00,0
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:49:19.480766200+02:00,13
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:49:19.628661800+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:49:19.628661800+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:49:46.972443600+02:00,6
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:49:53.847477900+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:49:54.219062400+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:49:54.253151700+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:49:55.800036+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:49:55.815645+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:49:58.646088500+02:00,0
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:50:00.362186600+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:50:04.238373600+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:50:09.441242300+02:00,0
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:50:15.659679900+02:00,0
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:50:17.659358400+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:50:17.659358400+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:50:19.440682+02:00,0
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:50:23.956927800+02:00,2
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:50:31.941018100+02:00,4
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:50:34.019176400+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:50:34.042947100+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:50:34.044653900+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:50:49.997571800+02:00,27
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:51:12.753857900+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:51:12.753857900+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:51:21.472324+02:00,0
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:51:26.275837700+02:00,0
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:51:26.333246100+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:51:26.333246100+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:51:26.362668600+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:51:26.362668600+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:51:27.300707800+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:52:48.953669700+02:00,4
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:52:56.705430800+02:00,0
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:53:00.203742600+02:00,0
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:53:04.625246400+02:00,6
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:53:08.828708700+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:53:08.828708700+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:53:08.843983500+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:53:08.843983500+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:53:09.125996900+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:53:16.203634+02:00,7
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:53:18.765964500+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:53:18.765964500+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:53:18.765964500+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:53:18.765964500+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:53:19.063080800+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:53:29.968113200+02:00,3
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:53:52.875731900+02:00,9
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:55:21.063649900+02:00,6
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:55:24.313674900+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:55:24.329755+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:55:24.329755+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:55:24.329755+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:55:24.922954400+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:55:45.079794300+02:00,6
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:55:51.845226600+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:55:51.845226600+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:55:51.845226600+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:55:52.251112100+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:56:06.922998700+02:00,3
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,CommandEvent,2016-04-21T20:56:10.548066+02:00,N/A
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:56:17.438370+02:00,0
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:56:32.657101200+02:00,4
2016-05-09/4.zip,9a6859f7-abef-4089-bf5d-cee4a7e1b811,ActivityEvent,2016-04-21T20:56:40.782528800+02:00,6
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-07T22:19:23.230775200+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,ActivityEvent,2016-05-07T22:19:26.074901800+02:00,7
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,ActivityEvent,2016-05-07T22:20:03.270875600+02:00,0
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,ActivityEvent,2016-05-08T11:53:43.152741+02:00,0
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,ActivityEvent,2016-05-08T17:47:51.316040200+02:00,0
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,ActivityEvent,2016-05-08T17:56:43.749169600+02:00,1
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,ActivityEvent,2016-05-08T17:57:42.391869500+02:00,2
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,ActivityEvent,2016-05-08T17:58:07.221149100+02:00,1
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T17:58:07.236763600+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T17:58:07.238261300+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T17:58:07.238763600+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,ActivityEvent,2016-05-08T18:00:19.643506300+02:00,6
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:00:25.208366900+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:00:25.208868400+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:00:26.248705800+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,ActivityEvent,2016-05-08T18:00:33.726110100+02:00,33
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:00:33.981520+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:00:33.982021100+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:01:01.999489600+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:01:08.262467+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,ActivityEvent,2016-05-08T18:01:12.034101300+02:00,43
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:01:17.992012700+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:01:38.178373100+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:01:38.180879900+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,ActivityEvent,2016-05-08T18:02:39.787602+02:00,0
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:02:40.909878900+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:02:40.911383900+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:02:41.070306200+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:02:41.071308+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:02:41.460844200+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:02:41.494934500+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CompletionEvent,2016-05-08T18:02:41.504960900+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CompletionEvent,2016-05-08T18:02:42.274868900+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:02:42.941888500+02:00,N/A
2016-05-10/1.zip,96061f9f-f317-4858-8484-b94430bea067,CommandEvent,2016-05-08T18:02:42.942866900+02:00,N/A
